gene,mock,infection,Con_Nakei,Cut_Nakei,Con_#96,Cut_#96,Con_#62,Cut_#62,Con_#127,Cut_#127,Con_#,Cut_#3,Con_M36001,Cut_M36001,ABA_Root,PEG_Root,H2O_Root,NaOH_Root,ABA_Shoot,PEG_Shoot,H2O_Shoot,NaOH_Shoot,CK60,BTX623,SCS,Ch17,KS78,High_Bulk,Low_Bulk,q1,q2,Control_0h,Control_12h,Control_24h,Infected_12h,Infected_24h,intact,lodged,20d_Leaves_AA,Emerging_Inflorescence,Seed_5d_After_Pollination,Early_Inflorescence,Pistil,Embryo_25d_After_Pollination,Endosperm_25d_After_Pollination,Anther,Seed_10d_After_Pollination,20d_Leaves_CA,Seed,Stem,Leaf,Keller-leaf,Keller-seed,Keller-spikelet,Keller-stem,Spikelet,internode_g_upper,internode_growing,internode_mature,leaf_blade,leaf_flag_internode,leaf_lower,leaf_lower_growing,leaf_lower_whorl,leaf_middle_whorl,leaf_sheath_growing,leaf_upper,leaf_upper_growing,leaf_upper_whorl,panicle,panicle_lower,panicle_upper,peduncle,root_bottom,root_middle,root_top,Roots,seed_dry,seed_imbibed,Shoots,stem_1cm_,stem_2mm,stem_mid_internode
Sobic.001G486800,0.0856644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045228,0.247747,0.309668,0.147951,0,0,0,0.0986026,0,0,0,0,0,0.127873,0.17709,0.218717,0.276263,0.127041,0,0,0,0,0,0.524993,0.112986,0,0,5.05701,0,0.107211,0,0,2.97115,0,0.459498,1.91832,0.575322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156273,0,0,0,0,0,0,0.0396568,0,0.0218282,0,0,0
Sobic.006G199800,0.527121,0.436561,0,0.795169,0.0680418,0.542995,0,0.576735,0.0825073,0.864196,0.278133,0.458917,0,0.630473,8.17695,4.27657,7.64006,7.63623,0.924056,0.989734,0.636533,0.479339,12.2979,14.8894,14.9743,18.1197,20.7459,8.69007,13.1324,0,0,0.0393423,0.217945,0.201875,0.25499,0.0390862,0.263704,1.30807,0.0949709,3.47478,0.0788025,0.107682,0,0.757839,0.219013,0,0,0.395821,0.798411,0.270262,0,0,0.423829,0.546401,0,3.59499,0.0540697,0.999177,1.53868,0.113206,2.53754,3.10239,0.307747,2.79905,1.38632,1.55068,0.585035,0.111909,0.328614,0.0154208,0.811094,0.204668,0.0306576,1.58185,6.79372,3.88286,4.50621,11.4738,0.439104,0.845961,0.398837,0.384891,5.61097
Sobic.007G155900,10.5492,9.57977,4.03703,5.52424,3.83665,9.03202,4.51089,5.24746,6.11807,5.28309,5.9639,7.05873,2.98718,4.75421,18.3913,11.9299,7.47818,7.43423,8.90503,9.73138,5.22418,6.13095,4.52863,6.21217,4.7861,4.5835,6.16236,8.19874,8.92884,0,0,20.3609,42.9763,6.17877,28.519,11.0868,16.404,15.3444,3.93184,3.94723,6.54452,4.80453,10.2035,2.81761,51.1025,4.07872,4.87297,2.32773,6.956,1.35328,0,0,0.317737,0.374147,0,1.18936,7.00228,10.5765,7.16276,9.89054,6.62738,10.6755,12.6157,11.8174,9.76796,21.8773,8.29722,7.77551,8.70944,11.7009,11.1788,10.3526,11.1458,15.1071,8.37351,13.1962,16.0194,88.2318,15.0068,14.4306,8.09209,7.198,8.29802
Sobic.006G115200,0.671014,0.77156,0.0393904,0,0.0360898,0.164576,0.0916465,0,0.0875249,0,0.0983495,0,0.0395165,0.0352008,0,0.0756058,0.055863,0.0197402,0.0503391,0.0930464,0.0518525,0.11059,0.0412441,0,0.262433,0.122999,0.0848784,0.0955281,0.140741,0,0,0.041735,0,0.0713842,0,0.12439,0.307414,0.183357,0.100747,0,0,5.97807,0,0,0.696996,0,0,0.349912,0,0.209558,0,1.27194,0.599842,0.292306,0,0,0.0602771,0.239164,0.20595,0.0291454,0.067046,0,0.214453,0,0.0181503,0.391967,0.0360073,0.0761921,0.044634,0.0265671,0.0291378,0.0377495,0,0.0308592,0,0.0331407,0.00595163,0.938028,0.0318822,0.022272,0.0451663,0.104409,0.0628594
Sobic.002G225700,1.37679,34.9438,0,9.74186,0,0,0,5.79953,0,0,0.110069,0.311314,0,1.18178,0.0327196,0.212101,0.034803,0,0,0,0.23355,0,22.0699,16.5682,125.842,16.1794,15.6243,3.82622,10.79,0,0,0,0,0,0,0,39.9035,32.9855,0,0,4.49072,0,0.247623,0,0.779999,2.62709,0.19432,2.34965,1.35499,4.98911,6.61857,2.45523,0,1.65895,1.10945,0.691846,4.871,11.8299,5.56891,0.169097,2.10121,0.0326457,16.5415,0.0297621,0.0326668,17.5989,0.035102,1.34087,0.0999097,0.0366186,1.22628,2.25743,0.480019,1.91459,6.05215,4.36079,0.00804871,0,0,0.0102794,0.619711,1.96776,1.48297
Sobic.003G400600,7.47138,5.57479,6.92807,4.87637,3.22298,4.40361,5.02937,7.43381,7.36886,5.24006,7.64313,3.91139,5.7379,4.67939,27.6568,37.8955,29.0755,29.2008,43.646,27.3965,40.1437,39.0455,20.6691,22.7725,17.2578,17.0894,16.7332,11.076,13.2556,27.6549,16.4561,21.1674,19.1892,39.3195,28.7048,24.7324,21.7829,27.8214,24.1064,33.784,33.0524,60.5838,24.4346,23.0173,16.8679,8.5511,24.6766,14.2644,8.27235,4.88884,2.0351,2.39482,1.44631,7.8722,8.64789,4.70178,27.0005,36.4696,32.6118,27.1649,23.5193,107.593,9.50981,92.3315,72.3732,10.668,54.8616,7.06269,36.3016,25.8683,26.3557,29.72,31.4921,48.9392,13.3439,33.0125,36.9541,4.66228,42.1085,45.5387,21.2261,25.7418,27.9535
Sobic.010G254300,0.468237,1.58608,62.7035,12.9968,0.785737,1.30921,75.4761,1.0849,11.1769,2.27346,44.2243,7.42513,17.703,2.12228,5.48818,7.37796,14.9761,13.3727,10.3392,5.74969,11.2519,10.202,6.88428,5.4212,6.09807,6.17405,5.92716,5.05298,6.04437,0,0,1.78232,4.114,3.13817,6.2289,2.18735,2.01877,2.27093,45.8929,3.12093,3.81498,17.4726,4.29215,2.4338,0.389097,1.10565,0.944968,2.69564,0.709222,1.19879,0,1.96671,0.772042,1.38143,3.11557,0,5.11736,5.23529,11.5751,655.615,4.62687,258.146,27.9356,164.691,334.636,13.355,572.91,44.2812,638.627,11.8847,4.6781,4.79789,3.9053,35.4812,29.5023,68.3144,92.2596,0.0206201,3.01683,242.341,5.58763,27.7955,7.53582
Sobic.004G271800,0.0941315,0.0672795,0.0442074,0.170402,0,0.115439,0,0.141364,0,0.1385,0.0275934,0.370743,0.0221739,0.138269,2.21995,3.81045,4.09597,3.38589,0.188442,0.164585,0.169903,0.261737,2.32778,1.36455,2.51189,0.971274,1.73763,0.675166,1.15149,0,0,0.0936749,0.0973021,0.0400558,0.177082,0.116331,0.0153501,0.00878703,0.056532,0.114912,0,0.555518,0.124154,0.520498,0.0651858,0,0.0487097,0,0,0,0,0,0,0.436438,0.267333,0,0.0586348,0.0253227,0.302766,0.0668072,0.0260912,0.0307101,0.0936778,0.0967732,0.0841144,0.121736,0.00879976,0.00852479,0.0252006,0.321133,0.128332,0.160342,0.365501,2.27429,0.782486,3.27191,2.75169,0.438787,1.87442,0.227014,0.73021,0.633425,0.0248722
Sobic.002G411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45214,1.11173,1.31318,1.50338,0.0357957,0.0295527,0.0376963,0.0302168,0.446816,0.0516325,0,0,0.0514569,0.0516565,0.180305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299293,0,0,0,0,0,0,0,0,0,0,0.267696,0,0,0,0.0637977,0.0275974,0.0745077,0.19282,0,0,0.00547638,0.0382576,0.0216412,0
Sobic.003G379000,0.334196,0.452646,0.274655,0.201655,0.323539,0.491799,0.273865,0.322633,0.566688,0.105366,0.734738,0.381011,0.393621,0.385695,1.02945,1.67374,2.14834,1.97203,0.655897,0.52647,0.88214,0.729789,1.59755,2.32891,1.91694,0.936595,1.64253,1.38742,2.01929,10.1026,12.0231,1.28873,1.26663,1.20879,1.21248,0.826024,0.290303,0.52533,0.702471,137.892,16.279,37.3971,117.873,1.66318,4.85991,490.948,8.56046,0.906215,5.45513,16.1106,12.4686,8.90207,14.77,6.53476,10.3018,106.018,0.954441,2.34242,0.750281,1.77157,3.3713,1.84632,0.379859,3.0181,0.865914,0.672549,1.28038,0.329357,0.848319,5.87758,315.453,33.8337,3.85511,1.70735,0.554845,1.81296,1.95829,0.208122,0.460273,1.83835,1.93507,1.70719,0.962844
Sobic.008G133700,20.8531,13.792,17.1809,54.981,40.3371,73.293,16.3954,31.714,98.736,46.9089,138.316,58.2889,21.0882,52.7224,49.3953,31.9035,62.2257,55.9881,36.1337,22.8915,27.3545,24.9756,12.0091,6.2267,11.7444,13.7668,11.971,19.0897,12.3963,0,0,7.50516,15.793,11.6987,14.5127,11.11,23.5546,40.6139,80.0845,14.2498,11.6886,14.4473,2.094,4.47741,11.048,4.51172,2.34151,9.13783,2.53865,3.51723,1.40911,3.35839,6.00966,5.16709,1.83941,2.11155,3.45277,3.20689,12.7515,136.696,61.9597,94.0859,39.7457,24.2483,162.983,78.4808,220.69,55.1936,226.293,10.9441,35.6281,20.542,24.1841,20.8058,26.846,46.9908,59.0041,0.247534,4.36691,61.0963,13.3852,21.6822,69.1353
Sobic.009G143700,214.197,245.822,337.367,230.624,467.362,501.388,325.472,451.847,380.452,382.054,366.041,394.85,449.124,429.856,280.609,377.073,355.552,355.859,232.573,184.091,256.428,236.766,169.176,167.589,163.781,187.856,175.921,242.396,225.823,0,7.25736,241.671,188.731,169.221,229.756,302.975,504.125,410.579,336.216,217.232,197.543,167.72,146.303,145.913,154.758,241.484,294.41,359.902,45.9317,45.9006,0.300115,0.711879,0.45498,2.15075,0.523602,37.1415,272.565,403.272,336.785,627.659,385.109,384.781,519.501,249.949,373.078,440.24,564.018,540.254,539.992,225.743,419.055,364.367,189.662,423.975,691.722,496.232,520.676,126.68,204.985,258.756,294.283,344.793,482.402
Sobic.004G252600,1.38732,2.59564,0.390822,7.53234,0,14.9001,0.454647,14.997,0.434201,19.2411,0,11.0404,0.588242,19.2089,0.171401,0.316197,0.321419,0.416486,0.298269,0.923347,1.06525,1.27243,3.54094,6.26647,2.09791,2.42966,3.71194,1.82969,4.938,0,0,1.03544,1.14695,2.47945,1.56591,2.26314,6.02425,4.79148,0,3.65725,0,6.42386,0.182979,0,0.576286,0,0.430841,0.347251,25.9775,9.5475,179.868,179.28,108.18,138.058,71.6769,13.2856,24.197,10.0152,2.50793,0.215907,19.7085,0.0797978,0.940505,0.2878,0,2.65279,0,0.231002,0,2.03849,2.10376,1.54733,16.0916,0.217526,2.65145,1.70731,0.456228,0,0,1.54642,17.6183,23.5877,17.3363
Sobic.001G110900,8.54224,8.03663,9.46316,5.06622,7.44508,8.27286,11.6667,6.2965,7.9994,5.06405,11.7497,5.99303,10.7835,5.97479,8.76152,4.15028,8.46467,8.04635,9.51106,7.17745,8.81112,7.69413,2.59487,4.07251,3.32904,3.88147,4.96283,3.86776,3.00903,0,0,12.4242,9.73518,10.5787,8.47638,7.14616,46.7851,40.6027,21.1784,6.14963,0.218296,0.298296,0.337037,0.161491,0,1.14934,0,10.6908,0,1.49245,0,0.8304,0,0.504562,0.980651,3.17091,0.0630032,3.09102,3.1717,3.79116,18.6435,25.539,8.7379,24.4505,34.1991,5.86655,12.0129,7.28063,11.7862,0,3.47067,1.36967,0.0271154,2.83719,2.46133,5.60045,6.84254,0.340301,0.336658,10.741,0.824963,0.564138,21.3101
Sobic.003G393300,4.97532,3.71706,18.355,9.02879,7.8971,7.86412,12.4733,6.096,18.4598,6.15841,19.0895,5.29422,11.4856,5.01131,39.146,24.9138,24.2756,26.0981,10.2363,7.08496,5.44534,4.3334,20.4676,11.2809,16.9003,9.74198,9.25051,10.301,9.01868,0,0,42.4427,123.429,20.8657,92.3189,30.9074,42.0443,33.2859,14.4088,5.4528,1.54268,4.79326,3.15955,2.52694,1.60784,6.23675,2.17408,7.01082,1.53585,7.93392,0,0,0.197663,0,0,1.55465,18.2535,25.0714,27.5307,22.6863,50.399,33.3265,23.9399,16.2541,32.9219,21.9207,44.4413,24.7725,43.0155,4.65856,9.84531,3.56667,14.7922,11.199,18.9932,23.05,18.5668,3.0567,11.243,15.6374,36.5904,50.016,58.8689
Sobic.010G155100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15292,1.56998,1.81468,1.43071,0,0.0473232,0.0301818,0.0483866,0.550852,0.523567,0.725421,0.368631,1.00984,0.869921,0.335384,0,0,0,0,0.0346498,0,0.0402524,0,0,0,0,0,0,0,2.94171,0,0,0.842734,0,0,0,0,0,0,0,0,0,0,0,1.29543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742102,0.115904,0.717737,0.817942,1.54348,2.00956,0.208087,1.17812,1.49137,0.00420605
Sobic.003G370700,96.0611,86.2789,252.994,161.276,215.501,179.402,238.785,106.563,255.018,111.822,280.955,157.655,199.354,157.038,38.7235,58.6816,53.3512,51.7852,78.3901,78.7489,94.3624,84.3173,93.9346,67.8585,83.4394,88.3187,83.0999,80.3574,70.3681,0,0,148.321,188.958,81.2488,117.988,87.0414,42.0202,45.9809,217.75,38.9213,35.6834,32.6475,54.3674,41.0025,66.0217,65.2869,63.0564,167.743,13.6797,8.02233,0.628795,0.674547,0.368929,0.834898,0,6.71838,32.0752,43.1637,38.2974,319.294,59.4927,135.307,121.232,61.3984,202.808,105.558,344.168,205.014,451.603,47.4141,84.2262,61.7251,38.6655,50.8481,64.6549,83.0055,74.3304,28.2041,57.6127,110.138,44.4278,46.3943,59.5799
Sobic.010G194900,156.752,174.448,55.1245,19.6056,69.0882,24.7357,40.4665,43.9456,64.2012,29.0078,61.8166,27.5574,49.5618,22.5802,55.6351,85.4482,66.5786,73.9694,50.1236,42.9842,68.0948,62.9355,138.879,149.225,147.309,166.769,170.266,141.396,121.504,0,17.3617,108.53,30.842,46.562,31.3193,79.5557,101.663,98.5273,57.0925,48.5391,45.2085,35.5981,35.7484,8.98379,79.3623,41.8865,51.4426,83.7459,53.7037,31.2065,12.6359,9.64235,4.15124,8.96302,16.087,22.8065,57.5244,71.3099,55.5366,41.0239,42.4395,30.5613,99.2014,16.472,21.5835,46.7094,26.258,78.2099,26.6812,22.3468,94.889,61.0142,26.8824,38.8808,70.5989,43.2547,40.7545,536.913,142.917,25.522,33.9346,48.8057,55.08
Sobic.008G020300,0.225563,1.07251,0.238327,0.204146,0.436715,0.331917,0.184832,0.0725819,0.26478,0.284446,0.694267,0.0701305,0.478208,0.354964,0.801671,0.747141,0.674206,0.383458,2.06409,3.13013,3.19381,3.52004,0.0831857,0.347952,0.0833388,0.086568,0,0,0.364458,429.627,535.646,2.10439,1.28228,5.03914,3.54621,2.34158,0.416925,0.172664,0.203197,0.82601,1.93894,2.99511,2.08252,3.99151,1.4057,1.18361,0.525286,1.41148,46.1431,28.9072,7.2314,14.7491,35.1096,15.0122,9.43514,38.6646,2.9947,0.731921,0.515078,0.72955,0.656006,8.03056,0.716608,5.21037,2.58912,0.762987,2.48292,0.315841,1.30012,4.48802,0.398132,0.503846,3.23472,0.674286,0.12235,0.713878,0.377161,0.104423,3.4154,1.94853,1.33968,1.85447,0.673137
Sobic.010G215700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367228,0.0121946,0.417607,0.717568,0.501992,0.756403,0,0,0,0,0,0,0,0,0,0.377801,1.23673,1.87985,1.96634,1.16015,0,0,0,1.31451,0.103191,43.5245,0.758675,0.356238,0.191198,0.120735,0,0,0,0.408392,0,0,0,0,0,0,0.242134,0.11976,0.035954,0,0.0745887,0.0480101,0,0.0314634,0,0,0,0,0,0.630796,0.0346504,0.0364425,0.35262,0.00323551,0,0.00415713,0,0,0.248356,2.20414,1.15667,1.51116,0.0221814
Sobic.001G056700,11.7886,13.4521,8.8607,12.5765,6.74559,38.8985,5.62693,25.89,7.98946,15.748,7.80196,17.6091,6.14079,22.4924,16.8072,21.7189,21.325,23.4738,9.88833,12.3216,13.9825,14.8777,62.743,49.8598,48.6881,65.1394,58.0327,57.7614,54.135,11.0217,0,49.4351,89.4425,23.0004,53.3519,33.2979,8.93422,13.2048,10.1818,14.1088,16.9876,20.9373,17.7925,11.6261,17.2944,7.49322,15.471,16.2746,1.85768,0.539281,3.69817,5.00959,2.94081,6.19252,1.35473,1.90653,25.6759,24.2099,32.8373,16.0242,10.1169,23.6239,16.6686,17.874,21.279,8.74062,14.5676,16.1923,14.4972,19.1158,13.5276,15.4337,16.5161,23.0658,36.523,31.4578,22.0878,37.8843,28.1021,16.6039,29.4403,29.2372,8.48172
Sobic.002G345300,36.0919,21.1055,30.4855,23.7975,20.4476,27.2165,24.8248,22.0195,24.7308,19.6168,35.6173,23.3576,19.9084,18.6588,18.5326,28.4961,27.9804,32.4767,14.0978,14.1881,16.9522,16.6967,81.3929,101.157,73.1386,76.5216,86.4297,61.5998,61.9772,0,0,21.026,34.3516,17.4083,25.0169,23.1899,36.3275,31.2423,24.5689,12.679,11.1696,12.6219,12.0085,8.75984,17.3024,10.712,7.98642,29.9429,0,1.75537,0,0,0,0.564319,0,2.28043,28.7221,47.8322,61.6149,159.818,28.4873,68.5295,139.855,42.642,95.123,55.0161,95.5934,132.708,148.128,9.43019,37.7763,30.2694,11.6209,43.7428,72.9673,40.4441,38.8553,20.3516,98.9084,27.3966,28.183,38.4922,38.3898
Sobic.004G319700,0.204373,0.543036,0,0,0.087935,0,0,0.0438444,0.0533149,0,0.0599094,0,0,0.0428844,0.11899,0.0172985,0.0435,0.0977272,0.0372661,0.0539698,0,0.0332954,7.47851,2.5133,11.1496,2.96863,2.62468,0.772123,1.63555,0,0,0,0,0,0,0,8.75858,3.54339,0,0,0.458295,0,0.22463,0.0753414,0.283046,0.0893685,0.10576,0.170518,0,0.696284,1.21031,0,0,0.311321,0,0,0.463229,2.63329,4.62816,0.125284,0.0721063,0.0195839,15.9898,0.0323964,0.0387639,5.62105,0.0780646,4.19249,0.109431,0.0161833,6.85513,5.98642,0.321641,1.61065,8.09312,3.34897,0.0350354,0,0.0582629,0.0117186,0.580894,2.38596,0.082928
Sobic.008G136100,2.11031,1.98712,2.63334,1.89185,0.817202,0.754191,1.97638,1.12536,1.98187,1.1786,4.40096,1.87474,1.40611,0.910938,3.01636,2.9119,2.63228,3.2604,2.6969,3.35262,2.11313,2.72744,2.45258,1.68081,2.76226,1.71781,2.15291,1.80815,1.6843,0,0,3.37511,5.92074,6.23468,6.07645,4.56027,3.25214,1.81133,1.62948,2.51723,0.360552,10.9212,4.85101,7.80172,1.12732,0.870065,1.59126,2.26379,0,0,0,0,0,0,0,0.942176,5.15524,0.937861,0.862917,2.95899,1.22997,5.14954,4.33757,2.94781,3.71206,1.02552,5.69708,2.16702,5.08163,15.0448,1.7591,0.866879,17.7295,3.37486,0.774873,2.95429,3.29625,0.0279116,2.04518,4.92107,11.3334,0.866695,2.01317
Sobic.004G254000,57.6707,47.0053,15.2863,6.58312,18.9576,1.8525,21.7125,10.8797,26.4596,4.53588,37.0091,4.10053,15.7598,4.90566,4.415,2.74698,1.5212,1.39116,25.6611,18.8478,22.5426,29.3433,11.5221,29.9357,14.5404,8.35112,11.733,8.75783,6.64487,0,0,22.3717,15.3667,12.3213,14.2099,6.84564,29.1431,17.3631,20.7378,8.95685,4.30181,7.26626,25.4601,5.83467,12.7023,28.9407,11.1687,64.5233,5.51475,2.61629,10.4989,3.48511,8.08554,9.73947,0,3.19907,0.0994355,0.462816,0.384596,3.65163,1.31024,5.47166,2.48564,0.815579,3.02522,3.35883,5.8717,1.04022,5.58752,0.142411,2.70733,2.65364,0.108058,0.210885,0.498104,0.129718,0.0587697,8.50157,4.74402,0.66706,0.361137,0.26302,1.45477
Sobic.001G106200,0,0,0,0,0.0366409,0,0.186092,0.0365383,0,0,0.149777,0.0706084,0.2006,0.0714765,0,0,0,0,0.635093,1.99997,1.40554,1.2693,0.0418739,0,0,0,0,0.0383734,0,0,0,0,7.98081,9.74779,9.74932,6.69333,56.3089,49.6517,0,14.4289,2.41884,48.2842,2.80794,8.35044,0.35382,0.521328,0.705074,0,2.98046,5.86339,0,0,11.2258,5.24064,3.39632,3.48731,69.1422,46.6298,33.7156,0.0587628,100.155,0.0366991,0.18015,0.0117073,0.0349733,0.039277,0.0159217,0,0,153.376,25.2447,9.17356,142.19,0.0933144,0,0.0403443,0.032558,2.57838,4.30183,4.68132,52.2088,53.3768,76.5576
Sobic.007G182101,17.0503,20.0725,6.88754,3.70562,1.92963,1.84314,7.94613,3.53642,3.92086,2.80239,6.53776,3.51748,6.68135,3.40812,5.42424,6.09641,7.42144,7.11422,8.69665,7.61221,7.2086,9.19699,15.7817,12.0477,14.2197,9.374,9.11799,4.71347,8.6158,0,17.4437,5.78989,6.68198,6.44735,5.92862,3.65504,32.7999,27.0069,5.53241,3.78784,15.342,12.3806,25.7923,7.68572,7.05045,43.2505,4.89258,17.7992,1.22396,5.42889,8.58715,17.2979,6.74927,12.4515,24.8924,7.49544,6.21045,9.69691,6.15732,12.9921,5.57372,7.59324,24.9114,9.24981,7.19537,5.81861,8.05712,4.75196,10.9825,2.2538,3.68172,4.6619,2.75251,2.17975,1.9502,2.2282,1.35989,0.378577,2.88495,1.98184,3.813,1.68183,2.71909
Sobic.001G448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975286,0.11859,0.22166,0.208171,0.175524,0.56844,0.531303,0.458775,0.0257619,0.1074,0.160905,0.267545,0.107635,0.133496,0.0626458,0,0,0.130342,0.252726,0.936346,0.225278,0.41438,0,0,0.0629283,0.0767483,0,1.04648,0.184268,2.08581,0,0,0.162663,0,0.529032,0.130894,0,0,0,0,0,0,2.51572,0.24873,0.144114,0,0.275918,0.0646998,0.00924176,0.015576,0.010758,0.0183099,0,0,0,17.9496,0.0089132,0.00401849,15.2478,0.152798,0.0626452,0.227879,0.360876,0.178964,1.55276,1.41839,6.54137,5.27336,0.144162
Sobic.003G144200,0,0.0665689,0.0437377,0,0.0400728,0,0,0,0,0.039151,0,0,0,0,1.93451,1.42508,2.42561,2.06757,0.416751,2.26056,1.09157,0.923567,2.98615,5.56682,6.11907,7.30349,3.45375,4.72743,4.01051,0,0,0.0926825,1.92537,3.48757,2.30271,1.79554,24.7433,27.1663,0,7.64008,8.49316,12.1342,7.61598,5.28734,7.22325,0.48871,5.59064,0,0,1.41832,0,0,0.333027,0.283739,0,1.99216,39.3168,57.189,59.6011,0.0323622,36.1987,0.0340434,0.289324,0.012804,0.0868647,0.0717907,0.0174131,0.0390687,0,16.1282,15.4976,11.9723,33.1914,5.09391,0.458524,1.36925,1.73514,11.2245,15.6712,3.82993,43.5552,60.3152,41.5758
Sobic.001G158900,27.4181,29.321,41.2746,22.0059,21.9267,5.56702,42.9751,16.9675,22.6095,14.8052,29.6987,13.3878,35.7152,12.7493,0.470805,1.07797,1.2382,1.08721,15.5397,9.83915,17.8034,20.433,0.100982,0.151566,0.110368,0.238752,0.167409,0.46527,0.279048,8.17016,0,19.8182,30.3123,12.6951,19.3884,13.2242,2.58144,3.76979,65.9824,1.40023,0.325388,0.332618,1.36626,0.548003,0.280751,1.83183,0.349591,42.1556,1.69101,3.49941,13.725,7.05486,0.972404,5.28806,1.46935,2.911,0.407932,1.42164,1.66811,57.3705,2.73884,47.0373,30.4235,20.1456,81.5458,18.5481,70.95,19.3953,103.812,0.11624,3.22177,2.16792,0.171415,0.153814,0.114141,0.136654,0.122466,0.254776,0.504131,18.8098,1.56849,2.13572,1.17939
Sobic.002G258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197196,0.0790733,0,0.0747247,0.0406282,0.120724,0.042785,0,0.31603,0.237406,0.103535,0.0885754,0.0584026,0.502124,0.278304,0,0,0,0.0795412,0.0491186,0.186127,0.0570608,0,0.0495852,0.138645,109.681,187.23,36.628,261.099,0.0851058,94.4783,122.351,67.0208,0,29.0243,0,0,0,2.48603,2.39139,0,18.0295,0,0,0.0568142,0,0,0,0.00699134,0,0,0,0.194737,0.0414311,0,0.67791,288.967,227.448,0,0.048033,0,0.00695202,0.155113,0.105136,0.019702,0.0635919,0.272297,1.4315,0
Sobic.002G342100,0,0,0,0.02383,0,0.058131,0,0,0,0.0249026,0,0,0,0,0,0,0,0,0,0,0,0,0.0440116,0.100319,0.0325979,0.211079,0.0335236,0.12019,0.093424,0,0,0.0294754,0.0816634,0,0,0,82.4364,79.4072,0,14.6562,0.590657,0,0.130268,0,16.8269,4.56119,12.7564,0.0494251,1.20746,1.3734,0.352617,0,0.434201,4.26501,0,0.131392,0,0.0106239,0.0580267,0.105433,56.2438,0.0425417,3.78527,0,0.0128184,21.6862,0.0110756,0.270612,0,0,3.3057,4.09506,0,0.0264555,0.081343,0.111242,0.0144237,1.70253,0.0641284,0.00351256,0.212754,0.0517661,25.0778
Sobic.009G231800,9.46301,5.54996,21.3535,10.5177,15.0918,12.8928,29.0684,4.8135,39.8279,8.60426,61.0213,10.0612,20.3642,9.47387,15.4183,9.94539,11.6621,10.222,16.8922,15.4219,15.3702,14.8978,5.98375,6.563,6.92448,4.94834,6.28119,6.76467,4.9002,5.5352,19.7652,7.88662,7.50986,14.7927,8.22009,8.74467,20.1712,12.6399,20.6243,22.8061,10.2679,20.724,8.71666,28.2558,6.46855,10.2115,8.10335,11.0409,0.924679,3.18637,2.46296,0.923929,1.72658,2.42549,0.735437,1.3219,32.6426,27.006,26.2571,40.9497,22.2499,55.9344,27.7683,39.2757,74.5265,15.4282,61.4603,31.1363,69.1779,71.1606,16.3602,13.5424,48.4011,15.7855,16.0642,11.5519,18.4555,25.6967,23.9308,33.1776,24.5302,24.9241,24.6896
Sobic.006G184800,0,9.1011,0,0.0577645,0,0.0704384,0,0,0,0.0603643,0,0.0595316,0,0,0,0.13851,0.034509,0.0507396,0.0356404,0.141824,0,0.232004,9.98974,10.6853,30.7054,6.78573,6.94384,3.48814,2.30466,0,0,0.571623,0,0.122214,0.15437,0,52.299,15.8683,0.34497,0,1.93212,0.06519,0.315671,0.10588,0.397751,1.75825,0.148628,0.599071,0,3.81609,3.27095,0,4.14629,0.330818,3.97161,0.529166,9.49821,26.4412,20.9546,0.10651,6.32257,0.189961,61.9222,0.141979,0.858685,49.315,0.200839,9.04393,0.472611,1.21801,7.45734,3.04662,4.22502,2.27667,7.8825,2.55565,0.00328131,0.345915,0.655275,0.0202302,3.70025,7.33958,9.08148
Sobic.008G071400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184276,0,0,0.0963378,0.0432812,0.0542349,0.021737,0,0,0.036043,0,0,0,0,0,0,0,0,0.311318,0,0.108497,0,0,0,0.285791,0,1.66059,0.160823,0.161818,0,11.7728,0.605734,0,0,0,0,0,0,0,0,1.85465,0.0943548,0.0131207,0,0,0.0302017,0,0,0,0,0,0,0,0,11.8133,0.00889745,0.00735924,4.54784,0,0,0,0,0,0.288666,0.052698,0.103942,0.112455,0.0070228
