gene,mock,infection,Con_Nakei,Cut_Nakei,Con_#96,Cut_#96,Con_#62,Cut_#62,Con_#127,Cut_#127,Con_#,Cut_#3,Con_M36001,Cut_M36001,ABA_Root,PEG_Root,H2O_Root,NaOH_Root,ABA_Shoot,PEG_Shoot,H2O_Shoot,NaOH_Shoot,CK60,BTX623,SCS,Ch17,KS78,High_Bulk,Low_Bulk,q1,q2,Control_0h,Control_12h,Control_24h,Infected_12h,Infected_24h,intact,lodged,20d_Leaves_AA,Emerging_Inflorescence,Seed_5d_After_Pollination,Early_Inflorescence,Pistil,Embryo_25d_After_Pollination,Endosperm_25d_After_Pollination,Anther,Seed_10d_After_Pollination,20d_Leaves_CA,Seed,Stem,Leaf,Keller-leaf,Keller-seed,Keller-spikelet,Keller-stem,Spikelet,internode_g_upper,internode_growing,internode_mature,leaf_blade,leaf_flag_internode,leaf_lower,leaf_lower_growing,leaf_lower_whorl,leaf_middle_whorl,leaf_sheath_growing,leaf_upper,leaf_upper_growing,leaf_upper_whorl,panicle,panicle_lower,panicle_upper,peduncle,root_bottom,root_middle,root_top,Roots,seed_dry,seed_imbibed,Shoots,stem_1cm_,stem_2mm,stem_mid_internode
Sobic.003G398200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922503,0,0,0,0,0,0,0,0,0,0,0,0.024541,0.0299934,0,0,0,0,0,0,0,0,0,0.065455,0.771877,1.08666,0,0.0239583,106.628,20.4543,9.09703,22.102,0,6.01561,0.235168,0.324379,0,2.5616,0.291536,0,0.200797,0.0227145,0.00977322,0.0178815,0,0,0,0.00961285,0.0421154,0,0,0,0.00398075,0.0234818,0.0557551,0.0489302,0.420372,0,0,0,0,0,68.7734,13.6188,0,0.0252266,0,0
Sobic.003G411900,84.5283,88.965,147.808,98.5333,149.184,164.838,160.771,100.443,163.743,95.5532,197.549,118.836,134.736,93.9746,57.3523,46.0065,47.0308,45.4578,53.797,59.0102,52.637,47.1769,47.6764,47.2128,46.3451,42.5843,45.0131,42.5194,46.516,0,0,177.321,236.829,88.9162,146.371,101.204,163.907,197.792,104.304,56.6722,53.9725,105.947,107.115,124.887,74.4192,22.4979,73.0454,104.778,15.9985,17.4368,0.854526,1.74044,0.221733,0.737916,0.673021,9.35317,135.152,130.014,168.229,286.838,158.31,138.129,374.459,55.7617,157.497,228.024,238.839,287.053,230.248,210.038,113.943,89.3803,160.6,75.3698,129.395,97.8592,81.6997,49.1437,48.2346,83.9003,156.492,148.847,196.168
Sobic.004G027800,10.06,10.1545,17.1475,12.7311,14.4536,11.6947,13.6457,12.3211,12.6853,12.3315,14.2804,12.6714,12.2135,11.7561,7.76439,8.46915,8.64539,8.97838,12.3532,9.98681,13.1357,12.031,2.27791,2.375,2.76652,3.71411,2.95055,3.64874,3.71481,0,0,18.1977,28.2354,11.3954,21.2822,15.6685,9.56253,8.48664,16.1439,8.68924,8.13634,9.10453,10.7099,13.4625,4.84977,8.19476,5.2403,14.1753,3.16587,6.44204,0.858054,1.27505,2.13031,1.41565,12.2949,2.83613,12.4864,11.9491,9.34816,29.9762,12.3958,25.2304,17.7223,20.1287,26.5692,15.7273,44.2097,22.0882,39.3244,19.9144,15.6715,15.4596,15.4068,12.1074,8.26956,9.94265,9.80743,50.8684,4.86989,17.0304,9.62698,12.3111,14.4359
Sobic.002G071600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794641,1.21581,0.568265,0.406054,0.0328763,0,0,0,0.215467,0.164078,0,0,0.0819311,0,0.136784,0,0,0.0659114,0,0.056368,0,0,0,0,0,0,0,0,0,0,0,0.115849,0,0,0,0.452779,0,0,0,0.305157,0,0,0,0,0,0,0,0,0,0.0183862,0,0,0,0,0,0,0,0,0,0.692897,6.45235,5.81696,4.75513,0,0.128604,0.00358752,0,0.011071,0
Sobic.002G272900,9.85187,12.1007,4.78899,9.5601,5.16857,14.837,5.05174,12.051,7.07901,14.5315,5.57323,17.7704,6.71792,12.5125,46.8393,30.5598,21.5762,22.008,20.383,15.5662,14.484,17.9729,62.4926,77.2527,64.339,52.659,65.3997,52.1947,49.7648,0,0,19.3072,27.3345,18.7549,19.6483,17.3018,51.3277,61.7531,9.54973,10.0854,17.915,9.37629,24.9242,0.63716,18.9107,7.10447,14.1316,8.14777,1.24733,2.78916,2.56153,1.10945,1.71458,8.29663,1.77532,3.2038,3.04827,7.08129,6.00036,6.88939,7.85339,7.95497,8.90277,5.11651,4.95604,32.7387,5.90025,3.79862,5.0468,4.1148,10.5076,14.3757,2.8316,14.3415,8.76713,13.1801,12.3274,95.8218,147.517,5.85123,2.36623,4.55087,8.61994
Sobic.007G137101,0,0,0,0,0,0.0253888,0,0,0,0,0,0.0214575,0,0.0217214,0.604975,0.02058,0.0095944,0,1.08986,0.517248,0.116473,0.280393,0,0,0,0,0,0,0,0,0,0.103011,0.249666,0.48453,0.333826,0.358193,0,0,0,0.32855,2.52756,0.916329,4.98327,0.953963,0,0.0452644,0.803471,0.0431831,0.522628,0,0,0.392413,0.462482,0.45725,0.463415,0.348462,0.492721,0.184706,0.0726299,0,0.0172635,0.266592,0.0228002,0.265436,0.050466,0.0453914,0,0,0,1.75758,0.374479,0.695902,1.99839,0.00639882,0,0,0.00174359,0.0479173,0.769621,0.138828,0.103351,0.16809,0.0203615
Sobic.006G240500,52.6928,80.0237,19.4373,22.1197,22.1237,19.0937,20.9866,26.9846,11.396,27.2239,14.0012,26.4607,19.3795,22.5774,22.0079,35.9595,26.2658,29.2493,10.8536,14.2037,15.1896,18.8578,101.558,147.364,99.1755,95.9508,110.73,56.9426,58.6509,41.1067,0,59.0764,87.0288,24.5199,61.2575,33.6102,57.1506,76.4021,9.39154,8.88085,2.83754,14.3909,5.90364,4.07293,20.2453,2.1555,9.49958,67.6479,4.70666,13.3113,55.7742,30.6063,14.8411,18.7352,30.8286,6.68264,3.59518,9.48821,6.00871,80.5428,6.82701,22.4856,42.9549,7.14528,9.97674,49.1278,31.4636,13.6929,14.7575,2.99117,8.66046,7.71829,3.30674,10.2993,12.3666,11.4639,7.32336,0.631809,5.64787,4.3769,6.94537,4.06008,7.15021
Sobic.008G021800,11.2704,17.113,5.88605,58.7143,21.9476,131.04,6.25015,118.936,13.2688,97.2582,6.62179,104.466,3.53604,134.313,3.40742,3.15799,2.20875,2.41543,13.4313,9.05067,0.645039,1.31117,31.4115,27.3853,29.7735,34.6214,74.6479,45.4417,51.4066,0,0,103.734,96.7639,20.8684,82.4062,41.6772,54.9089,87.714,1.66298,9.0022,1.27092,81.7402,6.63158,0,28.5608,0.318642,7.46614,1.82394,5.82304,7.93263,24.7738,20.8074,7.85297,19.7132,4.5485,3.29899,2.34265,5.34933,3.56831,10.8056,13.4649,0.533454,14.8691,0.805758,0.516898,66.3695,3.03786,11.2571,0.95018,11.6736,7.46135,4.44393,0.360286,8.48022,20.271,21.182,7.61885,0.0663695,0.913666,3.06424,10.4041,6.78556,5.72912
Sobic.002G233800,67.2764,60.1989,56.2719,24.3001,53.7812,3.33487,58.8072,11.3642,35.8774,15.8972,59.0805,15.7072,71.9324,12.3339,58.6401,31.2216,28.3439,24.916,76.1622,45.5713,51.2095,45.9725,5.60311,7.20299,11.1618,12.5859,9.72988,8.75014,7.61116,8.56294,10.1908,38.6548,18.7395,47.0405,26.7968,38.2981,41.2265,20.2999,38.4474,61.241,105.587,129.333,115.167,15.5069,17.2621,6.9366,18.1031,24.1662,9.08297,10.8882,15.5318,11.4037,4.7402,10.3915,4.98546,10.8938,56.9941,53.2285,19.91,21.7932,17.5371,25.3179,18.7162,28.1832,45.661,48.7006,17.6776,8.52266,36.3315,37.7252,69.9938,77.4654,35.4657,7.63586,5.90955,4.04849,8.25272,26.7739,48.226,40.4198,5.87725,9.71063,22.4691
Sobic.002G236600,8.44693,2.32809,1.56266,0.514824,0.495596,0.188334,1.6081,0.27456,0.801278,0.322797,0.825368,0.106115,0.723558,0.161129,7.82085,8.8169,7.66025,6.17374,5.72696,5.47946,4.4286,7.1965,5.69842,5.76583,5.3288,4.55517,5.8505,3.39872,3.52301,0,0,2.35621,1.0583,1.74275,1.3758,0.759203,9.01546,2.77354,3.99685,6.24919,6.05881,3.54409,13.3354,3.77452,3.0132,3.35789,1.05969,6.94088,0,1.62928,6.91384,6.00308,5.97059,9.71406,4.47319,1.43961,0.888153,0.826838,0.992269,0.964448,1.3005,3.29413,5.77968,2.3757,4.6847,7.84472,1.3555,2.00276,2.57061,1.86064,2.31466,2.36924,3.64205,0.506212,0.398774,0.469518,0.393334,117.756,6.77032,1.35214,0.652691,0.138169,1.76723
Sobic.003G052900,0,0,0,0.0382423,0.0409044,0.0466329,0,0.0407899,0,0,0.0557354,0,0,0,8.86698,8.73342,10.6705,10.8313,0.421303,1.5231,0.985228,0.689963,6.54528,5.98665,4.8522,5.21298,6.67546,9.45342,8.30696,0,0,0.189212,2.48941,2.42724,2.65708,2.72571,0.363552,1.5401,0,5.38477,1.42122,12.0839,3.13469,0.981286,0.78998,0.083142,0.983909,0,0.977571,1.14546,0,0,0.348344,0.289628,0,1.6832,1.07107,1.02204,2.32193,0,1.87142,0.0826534,0.0877323,0.013195,0.0400936,0.113238,0,0.0402701,0,6.93324,5.02153,2.72534,1.06345,3.50915,2.23345,2.54851,2.97175,0.428481,1.69787,0.924308,3.25955,4.23633,1.57984
Sobic.001G071000,0.155077,4.73011,0.145656,2.33936,0,4.75439,0.0423607,3.65963,0.0809113,2.15129,0,2.76453,0.109591,3.25409,7.37908,3.39623,1.5539,1.94847,0.130381,0.267436,0.300463,0.234713,7.05443,4.55328,5.60662,9.56309,6.4894,8.4364,5.85897,0,11.1581,0.887368,1.17551,0.989849,2.87566,4.40796,0.786425,2.52508,0.186267,0.946544,0.309112,0.140798,0.170448,0.114335,0,0.0678121,0,0.194082,0,0.387445,0.461563,0.50693,1.24739,0.77205,0.440437,0.629515,0.149426,0.0309373,0.0311432,0.123535,0.279486,0.405276,0.187886,0.537976,0.0167786,1.39829,0,0.316406,0.182262,0.407281,0.503816,1.96256,0.506364,1.71477,4.11684,4.44896,4.31457,1.99792,15.9898,1.70776,0.110814,0.215837,0.188181
Sobic.006G201600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350999,0.0289783,0.0739271,0.0649858,0,0,0,0,0,0,0,0,0,0.04962,0.274877,0.594097,0.214402,0.345079,0,0,0,0.048694,0,0.497979,0,0.367627,0,0,0,0,0,0,0,0,0,0,0,0,0.0352143,0,0.0129862,0,0.00490319,0,0,0,0,0,0,0,0,4.10599,0,0,2.2496,0.00757823,0,0,0.00207954,0,0.23684,0.0503159,0.129648,0.144114,0.0272597
Sobic.007G209200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156637,0,0,0.0325676,0.0757573,0.034297,0.027492,0,0,0,0,0,0.0469983,0,0,0,0,0,0,0,0,0,0,0,0.31627,1.10663,2.5203,2.76626,1.70552,0,0,0,0,0,0,0,0,0,0,0,0,0.143192,0.147676,0.0120493,0,0.0634442,0.0160894,0,0.148569,0,0,0,0,0,12.2412,0.176873,0.373058,3.18072,0.0117286,0,0.00633583,0,0,0.838849,0.140864,1.35425,0.403475,0.0442629
Sobic.006G266600,69.5015,63.3226,34.6446,18.523,36.5203,27.6771,40.5681,28.244,52.9976,22.6282,68.0118,24.1645,39.5678,26.673,30.6849,34.829,23.9647,24.7635,36.1895,32.9972,28.3705,27.5311,31.936,33.9576,31.9067,31.5123,35.8757,31.9517,29.8208,0,46.6636,55.786,69.6621,26.8383,51.6773,34.4238,44.187,45.4323,22.1034,19.3965,14.947,26.1658,27.6216,25.2824,38.0612,20.5604,19.1293,38.2155,6.46315,5.69674,8.17368,13.0737,3.0649,4.46842,6.91199,4.16431,20.8374,16.2605,15.6419,36.7201,21.674,22.3627,45.7983,13.9977,24.7957,27.8624,29.2591,45.5353,47.4845,38.4957,15.9801,16.8822,35.0435,18.3459,16.6943,16.4351,20.2448,481.653,63.5542,21.3303,15.4038,17.3912,24.8208
Sobic.002G251700,27.5878,28.727,17.0149,12.9064,22.1474,27.4471,13.9702,26.2694,17.4779,18.6344,19.344,20.4242,15.33,18.9887,12.6449,18.6894,18.5434,19.2679,9.26584,9.16101,13.803,12.5562,19.4271,20.9804,22.0231,26.5045,21.1483,28.4099,30.0145,0,0,24.4584,28.8705,11.8946,23.9478,16.423,28.4586,24.4163,13.8248,8.46785,12.7709,5.55944,10.0177,7.85879,8.71648,4.71031,10.5623,25.7281,1.73744,2.05973,1.00834,1.11128,0,0.303128,0.32184,1.67373,27.4164,40.7209,32.7298,24.5262,24.75,18.1413,36.7982,11.2173,16.508,22.5729,20.5016,33.3495,15.5629,12.5511,25.8632,28.2327,14.6979,25.2969,34.5464,33.8559,24.0149,23.9822,16.7691,11.1886,32.558,40.5425,30.0127
Sobic.010G051800,0.170645,0.209475,0.180307,0.617789,0.495596,7.4078,0.139835,0.878591,0.267093,0.753193,0.975435,2.97121,0.241186,2.41693,1.90144,2.57244,2.81395,2.29801,1.33886,1.43791,1.22105,1.33397,1.07062,1.0149,0.596948,1.71836,1.23548,1.21317,1.4025,0,0,2.35621,3.0867,2.99535,3.37071,2.78374,2.59318,4.47321,0.768625,17.1853,4.46438,5.63568,11.0284,8.20958,30.132,47.682,15.1006,0,2.6321,0,0,0,2.05907,0,0,3.51778,0.935358,0.533609,0.555382,0.183869,1.61831,1.71167,0.716587,3.88217,1.02041,1.9459,0.385477,0.448647,0.53277,5.97511,30.8802,5.15289,3.14283,2.84694,1.82084,2.50995,3.51899,17.5445,14.1009,3.1565,1.10412,1.76195,1.53865
Sobic.002G355000,14.3909,13.5377,29.9314,22.4368,29.447,20.1722,28.7582,24.2678,35.2041,20.0754,42.1379,21.4483,22.6124,19.2827,28.7755,29.6318,30.4032,30.751,28.7,26.2532,23.2771,22.2726,18.4017,22.5656,22.4275,20.2919,18.3236,21.4098,21.2427,0,8.67676,34.6226,46.704,27.249,35.9417,27.1243,26.9883,27.2936,26.5074,23.9962,29.4163,28.9875,33.985,23.2056,34.9908,17.0856,42.9337,19.6204,4.80721,2.50756,11.7143,9.05581,2.81266,4.33288,1.22487,2.50948,34.5378,24.6128,22.6457,36.2069,24.7077,31.0959,21.2154,22.5579,30.4934,26.9414,34.9872,23.956,38.7743,50.5984,26.3545,32.0613,45.4816,28.4796,29.7518,30.3718,33.0029,71.1003,49.7709,31.6414,33.8817,33.911,31.7272
Sobic.006G094500,8.25932,9.98803,3.44781,2.89179,3.81701,4.01395,3.71841,5.11885,2.03495,3.37558,3.58683,3.36072,3.31471,2.37501,4.53064,5.39365,5.36295,5.28214,5.57081,5.51646,5.49482,5.27779,7.12002,6.55904,8.2454,7.81389,5.31745,4.84971,5.33718,0,0,4.83262,4.21597,4.84883,4.27489,3.81824,9.62411,8.94047,3.21498,4.36908,6.28801,6.21431,6.52267,3.32663,12.9217,11.905,6.33183,6.5083,2.20758,2.06784,0.428849,2.46351,0.553664,2.00366,0.451852,1.36886,1.13488,1.86653,0.983304,2.06945,0.648525,1.04513,3.93052,0.820043,1.07767,3.50789,0.913027,1.77105,1.33054,1.94758,1.54738,1.63743,1.9884,1.48184,1.37923,1.75799,1.58292,6.94078,10.5585,1.09911,0.837536,0.976911,1.01612
Sobic.004G085600,5.40492,1.87641,102.19,14.9322,5.04852,5.23232,131.699,0.549206,118.763,7.26407,163.858,9.28648,110.065,3.31261,2.99283,4.5226,3.01339,2.38137,24.6541,28.0815,28.6049,28.9168,4.73921,12.0011,4.10306,8.94354,9.33659,13.8743,14.7362,0,61.4158,9.55426,29.8428,22.3338,12.2702,16.3474,22.7418,6.79839,25.6263,3.95844,28.5994,1.54966,45.4927,4.71943,12.7047,4.66473,0.883316,6.23033,1.53983,0.920707,1.19664,1.39511,0.763026,2.5354,1.91072,13.5857,10.3233,11.9078,11.6833,39.2517,5.74539,65.2814,90.9825,39.7573,99.533,25.8444,147.101,62.1458,168.199,3.96504,51.1878,36.981,4.0635,0.986782,0.432581,0.321217,0.277492,6.88549,12.8856,26.5726,7.79787,15.3012,5.65409
Sobic.006G092100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74395,2.96104,3.83649,3.88661,0.0460624,0.0215617,0,0.0396376,0.328828,0.222154,0.362884,0.16618,0.358519,0.431093,0.246898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02627,0,0.486942,0.192083,0,0,0,0,0,0,0.819874,0,0,0,0.0166426,0.136483,0,0,0,0,0,0,0,0,0.00593605,0,0,0.0164492,0,0,0.898096,0.117143,0.768005,0.758963,0.081732,2.19265,0.026418,0.182296,0.211325,0
Sobic.004G295500,0.201326,0,0,0,0,0,0,0,0.57772,0.0846313,1.23934,0.0417319,0,0.042245,6.90357,4.55999,6.2773,5.87816,16.5328,5.60083,8.11647,7.18449,5.78885,5.43462,7.22994,4.51293,3.82231,1.77501,2.77898,0,0,1.25218,0.971131,2.95562,2.27243,0.895703,15.5315,0.967222,1.93455,0.737289,10.0826,2.19346,8.23163,11.7264,15.3354,0.0880358,5.20914,2.01571,0,1.02998,0,1.31627,4.16451,4.02127,0.450684,0,3.36143,3.07658,1.3868,0.989883,0.637896,5.76381,0.570649,7.47976,9.35442,1.88443,0.926277,0.123686,0.936575,1.27433,0.72763,2.56119,3.2485,2.60384,0.659062,1.84704,2.81992,23.7043,2.33672,3.49414,4.17529,1.44048,1.09754
Sobic.003G273300,16.732,15.1431,18.8981,11.8852,22.0989,13.3501,20.8851,13.5402,17.1833,12.9543,13.9693,12.2488,21.5532,13.6882,24.9297,18.4796,19.4502,18.5633,31.2672,27.5798,25.9652,25.6701,12.6507,10.5479,12.1836,11.423,12.8454,12.414,11.7851,25.611,15.2398,35.5675,15.4706,30.0121,17.019,28.6876,18.0101,20.7687,20.4789,20.8905,26.0692,29.4694,30.7749,27.0152,23.1729,10.836,19.9476,14.4021,6.58974,9.94202,3.73285,5.77001,1.33439,1.9964,3.29957,5.98558,22.6317,13.5693,17.4954,13.3907,16.9883,11.7788,20.0127,19.2885,13.2282,21.3813,7.97037,18.2343,10.7046,57.5761,18.0442,19.7778,54.4942,16.874,18.6622,13.8509,14.9718,75.99,46.9751,18.6832,17.6331,21.7919,20.4421
Sobic.010G063900,0,0,0.0387568,0,0,0,0.0450862,0.0354099,0,0.0346925,0.0483837,0.0342139,0,0,0.487913,1.70843,0.987004,0.940576,0.13982,0.280315,0.241819,0.322813,0.461554,0.241055,0.426779,0.723751,0.358787,0.582588,0.529189,0,0,0.123191,0.0568702,0.772595,0.0887156,0.244778,0.050864,0.0250528,0,0,0,0.149858,0.181415,0.060846,0,0.144351,0,0,0,0,0,0,0,0.765311,0,0,0.0844792,0.065856,0.00980354,0,0.159703,0,0.0129813,0.0813736,0,0.00517882,0,0.00527911,0,0.172934,0,0.0146315,1.63107,0.455679,0,0.507958,0.231596,0,4.91649,0.0782636,0.156182,0.0584224,0.0210181
Sobic.001G261501,38.9152,39.8127,46.2823,43.8198,63.7969,53.9571,50.2077,51.1598,62.8214,45.4597,64.9565,49.8222,43.6641,45.7194,31.1444,33.5686,35.8963,37.5362,21.5196,22.3774,27.0061,23.6557,17.2182,20.747,17.6298,18.3795,18.8709,26.9465,23.6676,0,0,63.6855,48.6491,37.3212,45.4445,49.663,43.3322,51.0678,45.3466,32.0533,25.1756,34.3314,32.0318,29.081,36.6578,30.158,35.5267,40.269,14.1618,12.5871,0,0.245107,0.142556,0.208148,0.522695,7.50295,41.1083,39.7132,40.2797,53.9355,54.6703,37.0337,38.7267,33.2714,37.5926,44.8448,38.5349,42.086,37.9914,51.9458,39.7883,39.0008,46.6948,50.7192,59.9006,60.4511,58.594,27.644,21.1311,37.869,43.4975,49.3372,58.2708
Sobic.004G219800,0.550378,5.61021,0.0646151,0.608828,0,0.40495,0,0.35421,0.0717869,0.115678,0,0.285206,0,0.115485,0.944217,1.46675,2.49913,2.58621,0.218831,0.498607,0.635031,0.158426,65.0388,29.1772,95.1175,50.6344,44.0183,26.4381,37.6963,0,0,0.20539,0.0948135,0.0585506,1.62703,1.76846,4.31484,4.75611,0,0,6.23951,0.0624626,0.665421,0,0,1.56435,0,0.688809,0,0,0.858111,0.866907,0,0.479545,0,1.62414,15.5801,13.174,6.75523,0.148172,1.91608,0.100593,6.23562,0.250522,0.0282553,7.28,0.0666841,1.19092,0.0296449,0.563343,1.3472,1.40836,0.300994,19.1747,49.2318,62.9352,0.940494,0.0424649,1.31784,0.0799232,3.28912,13.0043,1.77199
Sobic.006G168000,15.65,40.3532,1.04989,4.17538,3.91637,5.24815,0.261717,8.90705,0.166631,5.5716,0.842618,5.62714,0.677123,9.04711,0.0379353,0.184823,0.216813,0.226796,0.114446,0.0928094,0,0.0474475,1.52353,1.079,0.303325,1.07814,0.941385,1.56996,0.852541,0,0,0.0794595,0.11004,0,0.686671,1.65779,5.66693,12.3466,1.34269,0,0.159157,0,0,0.941964,0.221158,0,0.165284,1.9986,1.15252,1.08813,2.79705,0,0.5852,0,0,0,0,0.0701575,0.0641407,0.145798,0.0169063,0.48416,72.2158,1.33765,2.6805,6.39258,0.107252,24.7722,1.99839,0,0.319722,0.359558,0,0.132347,0.44464,0.0526819,0.0239242,0.049286,0.359367,0.840087,0.0360047,0.029227,0.04198
Sobic.004G225400,0.366063,0.224679,0,0.220855,0,0.134656,0,0.117784,0,0.692387,0,0.227612,0,0,0.346513,0.162106,0.189896,0.0485034,2.64129,4.4389,3.5766,3.66256,2.20158,1.64124,4.09117,1.5424,3.06921,1.02416,2.07271,33.2066,0,4.09823,8.70171,9.69673,9.14913,7.87167,1.69362,1.82381,0.329766,3.48511,2.87306,31.9063,8.81136,2.42934,0.760377,0.480216,0.284181,0.458135,0,0.685929,0,0,1.47206,1.89778,0,0,0.283794,0.366815,0.14917,0,0,0.297501,0.0166288,0.163272,0.0563841,0.0254645,0,0.0551827,0,0.13044,0.0333894,0.0569489,0,0.0170051,0,0.0165371,0.0144063,0.169479,0.56333,0.225868,0.165066,0.0251237,0
Sobic.001G242900,0.756641,1.51456,2.41422,6.09649,0.574527,3.01294,2.69906,5.35678,4.14519,5.16406,3.91411,7.30709,2.98809,6.38826,0,0.0168162,0.0123761,0.0117947,2.99102,3.21754,3.87046,4.42498,0,0.044825,0,0,0,0,0,8.07261,0,3.9531,2.07031,8.4376,5.4544,3.03628,0.972962,0.547045,0.801903,0.945403,5.72228,6.12214,7.30861,0.393777,0.184929,0.0583878,0.345476,0.389921,0,0.6232,0,0.436472,0,1.53684,0,0.843505,0.586379,0.228975,0.00869373,0.927084,0.136554,3.90937,0.911922,10.2407,2.20844,1.12843,5.30641,0.739188,2.06801,0,1.27294,3.73719,0,0.00334554,0,0.00363169,0.00498962,0,0.110389,4.53533,0.30076,0.271222,0.12254
Sobic.006G059800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325717,1.57167,1.49046,1.52042,0,0.0575562,0.0721227,0,0.271671,0,0.533628,0.0995693,0.131766,0.175349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883317,0,0,0,0.170171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394783,0,0,0.0618086,0,0,0,0,0.0356118,0
Sobic.006G255300,0,0,0,0,0.0354247,0.0403884,0,0.0176609,0,0,0.024131,0,0,0,3.0076,2.09195,2.78453,3.24097,1.11509,1.60965,1.25111,1.03854,0.693605,0.46549,0.292181,0.262604,0.435509,0.335008,0.580384,0,0,0.16387,0.113475,1.82379,0.526822,0.793796,0,0,0,2.47731,0.0820562,9.95219,1.24919,12.3476,0.228062,0.108006,1.3208,0,0,0.140689,0,0,0.210134,0,0,0,14.5236,0.816501,1.13397,0.0751682,0.927778,0.449538,0.338745,0.360647,0.0807457,0.0254676,0.0353427,0.264704,0.0791587,46.219,0.704978,0.540661,33.9503,1.18398,0.798903,1.52153,1.11548,0.548676,2.74039,5.18763,18.5393,21.0731,0.665366
Sobic.001G420300,6.70045,6.12495,8.00914,3.76358,5.29075,2.91095,7.6815,5.32181,9.2886,3.93297,12.2237,3.72356,7.90868,2.80457,1.4721,2.50008,3.26386,2.92159,7.21942,7.16572,9.8087,14.0075,0.686942,0.670294,0.923306,1.10454,1.13581,2.24616,0.908526,0,0,8.75168,9.21025,10.2599,9.13767,8.19258,0.796865,1.5398,22.0253,2.16674,0.106563,4.3442,0.493583,0.31532,0.148086,1.07536,0.165986,9.36706,0,0.400702,0,0,0.286557,0.123143,0,0,1.51475,1.23695,0.412635,10.521,0.78338,11.5673,3.98734,9.2591,16.3898,1.84437,18.232,3.76315,16.2719,10.3691,0.913605,0.223267,4.61193,1.41605,0.371575,1.79976,2.02863,0.156524,0.96162,6.13308,0.661079,0.72085,0.973995
Sobic.004G078100,14.8746,11.5731,16.6067,11.0405,15.0002,9.35261,18.1935,9.8215,16.7952,9.55274,14.8089,10.6868,19.5345,10.2273,10.8672,9.44282,7.61963,8.35349,14.0188,11.3676,10.3691,13.1924,12.1571,12.1288,9.96104,9.37398,10.7654,12.5215,10.6414,0,0,28.5126,44.3547,18.6033,31.1927,21.6663,16.7669,18.3124,16.1945,12.2039,20.7173,19.7821,25.6007,18.6226,25.6467,8.50271,22.369,15.7753,3.94771,6.71501,0.771014,2.61418,0.937725,4.56052,2.2074,2.21076,17.6097,11.3336,9.37847,18.9157,13.6855,13.1884,19.119,12.3494,18.8377,23.2486,21.7043,16.7558,27.3692,37.6364,15.0511,15.6561,34.033,9.86405,7.823,8.83052,9.04211,67.3448,47.2336,14.8193,15.3001,15.9584,16.2165
Sobic.003G121400,0.171602,0.190646,1.69237,7.97309,0.193821,8.14413,1.19532,0.2485,1.91379,2.13709,1.32045,3.49489,1.18238,3.6999,1.16128,0.616071,0.752831,0.880198,1.00665,0.588373,0.245399,0.198489,5.19498,10.4652,9.59218,6.05059,4.76706,3.35027,4.31463,0,0,0.512309,99.5102,0.219066,58.9033,0.222676,9.21324,8.9903,3.40092,0.282803,4.42529,0.175277,7.3841,5.83562,12.3883,1.06929,2.66397,0.214763,0.649799,0.438476,0,0,0.230095,0.420293,0,0,35.4007,33.3664,29.4381,197.43,72.3817,87.9931,151.161,50.5497,120.223,88.8889,146.995,156.503,181.369,31.7882,108.284,74.9368,11.4795,24.3386,55.2826,20.9152,17.8107,4.23364,5.41923,32.4628,19.0664,37.6043,63.5651
Sobic.007G166000,0.0296783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689854,0.205897,0.0793938,0.0786476,0,0,0,0,0.397964,0.823102,0.595685,0.566976,1.15135,0.140524,0.658412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032821,0,0,0,0,0,0,0,0,0,0.155132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341457,0,0.124338,0.0392053,0.210387,0.40148,0.0137382,0.0853773,0.00145247,0,0,0
Sobic.010G052600,94.9609,79.7879,7.61231,15.8115,15.7196,9.68152,8.35075,21.5134,8.50103,12.4276,8.02598,12.4303,4.9856,11.561,26.0563,20.9287,10.0604,11.5016,13.697,18.5966,7.79315,9.8571,90.6014,92.42,59.9474,66.3672,101.79,52.0198,53.3853,0,0,46.3447,29.2272,12.7588,21.623,13.8669,107.396,56.4265,21.3863,6.52062,6.23598,5.37587,10.3388,14.4897,57.8101,4.03983,7.56224,43.3057,3.53003,4.5838,26.6601,16.9625,21.9314,28.0464,23.4448,7.61837,0.922458,2.01601,1.71024,18.1284,9.47502,4.86572,15.8065,1.45865,3.46264,26.6307,5.45884,7.28981,7.21189,2.20871,4.48166,4.35239,2.35507,3.33502,4.12923,5.34212,3.5123,155.54,10.9289,1.95359,2.59056,0.809937,7.8406
